1.000000000000000000e+00,1.993194406193781743e-01,-1.997400530482401071e-01
0.000000000000000000e+00,-1.090151695361168682e-01,1.124840669400089116e-01
0.000000000000000000e+00,-4.810957217272549685e-02,-4.971272368815116138e-02
1.000000000000000000e+00,2.023910177933573029e-02,1.705705325219818158e-02
1.000000000000000000e+00,-4.464979385753446717e-02,1.427620593571276575e-01
1.000000000000000000e+00,2.863901240112795010e-01,2.459527448757599100e-01
0.000000000000000000e+00,-9.157358985892283254e-02,-1.671036266926048675e-01
0.000000000000000000e+00,-2.767494760639939433e-02,-3.447067544539433870e-02
0.000000000000000000e+00,-5.943309388979717278e-03,7.276417001062075729e-02
1.000000000000000000e+00,1.974592469506647463e-02,9.118439017530632212e-03
0.000000000000000000e+00,1.569766127611804674e-02,5.511055220330274285e-02
1.000000000000000000e+00,1.013738388941294588e-01,-3.371897172371073337e-01
0.000000000000000000e+00,2.230968111564610515e-02,1.066008938085313829e-02
0.000000000000000000e+00,-4.920462969451253055e-02,-2.123693896727565367e-01
0.000000000000000000e+00,-7.285405607508900483e-02,4.863036121073634199e-02
0.000000000000000000e+00,2.177702206313665567e-02,-1.437743472680416690e-01
1.000000000000000000e+00,1.148186657798169752e-02,6.436051009334919915e-02
0.000000000000000000e+00,-4.305416276875976417e-02,-7.781245600364883330e-02
1.000000000000000000e+00,1.053492085636975606e-02,-1.967807445744453043e-02
1.000000000000000000e+00,-2.320349451558854914e-02,-2.763392961853146368e-02
1.000000000000000000e+00,2.706862898331600237e-02,7.301283058753091360e-02
1.000000000000000000e+00,1.900063111522575995e-02,3.928913786884352666e-02
1.000000000000000000e+00,-2.727041047521561179e-02,-3.577918340744182246e-01
1.000000000000000000e+00,2.651998772793807274e-02,-1.671979369917625524e-01
1.000000000000000000e+00,-1.228813781144783013e-02,3.338499954825698002e-02
0.000000000000000000e+00,4.133580871460489255e-03,9.246385671449505739e-02
0.000000000000000000e+00,1.010943372995955075e-01,-3.809146098472676600e-02
0.000000000000000000e+00,3.344769082391180898e-02,2.466734657915101714e-01
1.000000000000000000e+00,8.462099553126019302e-02,-2.665035838155495329e-02
1.000000000000000000e+00,1.104806507432057050e-01,7.377223975367885878e-03
1.000000000000000000e+00,2.146413973642452011e-01,2.368162171662061000e-01
0.000000000000000000e+00,-3.865143357160705229e-04,2.516850072608831090e-02
1.000000000000000000e+00,8.068525262181221180e-02,5.697388704652579794e-02
0.000000000000000000e+00,1.592040690498475186e-01,-7.921873047281431657e-03
0.000000000000000000e+00,-4.730339928145241291e-03,-5.732592465280683669e-03
1.000000000000000000e+00,1.260254160366331144e-01,1.942363979208232561e-01
0.000000000000000000e+00,2.449315739607909465e-02,4.076094288508116947e-02
0.000000000000000000e+00,3.352858741515019059e-02,3.438229032663966400e-01
0.000000000000000000e+00,4.146073414349863567e-02,-7.642462867922766856e-02
0.000000000000000000e+00,1.718066983219786459e-01,-2.021533299752201196e-02
1.000000000000000000e+00,1.844070272423537493e-01,-2.570038998990689660e-01
0.000000000000000000e+00,-7.881492225329790602e-02,4.222124340404032616e-01
0.000000000000000000e+00,2.250605785001485448e-01,-3.807072217244160117e-01
0.000000000000000000e+00,7.624051087229433143e-02,-5.482373635218332208e-02
0.000000000000000000e+00,-1.085295816256755252e-02,-3.174010817675626539e-02
0.000000000000000000e+00,-5.931000548126424965e-03,-5.925682709562410388e-02
1.000000000000000000e+00,2.013107013762200359e-01,-2.580252156653328743e-02
0.000000000000000000e+00,1.535315144469277804e-02,-6.499569545767208689e-02
0.000000000000000000e+00,-2.141511491719039206e-02,1.530230962786319482e-01
1.000000000000000000e+00,9.923446678590183700e-02,2.268724605282477352e-02
0.000000000000000000e+00,-7.513362312218509198e-02,4.124915689521141404e-02
1.000000000000000000e+00,-1.233907757354570089e-02,-1.851128317526179456e-03
0.000000000000000000e+00,-1.630254408646574504e-01,1.127393983605244343e-01
1.000000000000000000e+00,5.801991903538642609e-02,-1.257128556307269274e-01
0.000000000000000000e+00,-1.346104628843115825e-02,6.782283039353576015e-03
0.000000000000000000e+00,1.408042855247776740e-02,-1.296741950622620210e-01
0.000000000000000000e+00,-4.962337066757976575e-03,-1.169817140334296901e-01
0.000000000000000000e+00,1.003104700755987899e-01,1.885505858031050197e-02
0.000000000000000000e+00,-9.354459351058400096e-02,4.794642802174575724e-01
0.000000000000000000e+00,-1.092227445939338987e-01,-1.037388356205752593e-02
1.000000000000000000e+00,1.591491060232567284e-02,-2.883462670265276029e-01
1.000000000000000000e+00,-1.093349188318618742e-01,1.353727026641715625e-03
1.000000000000000000e+00,5.798819752197771626e-02,1.129599762789183781e-01
1.000000000000000000e+00,-7.912292362302003612e-02,1.029963727441170207e-02
0.000000000000000000e+00,1.568695857137129557e-01,-4.941811135948853684e-03
1.000000000000000000e+00,2.002335704443962416e-02,-3.400771394791640700e-02
0.000000000000000000e+00,-1.104560246162131637e-01,-1.351609591131542332e-01
1.000000000000000000e+00,9.143364836917006189e-02,-3.089728837047220900e-01
1.000000000000000000e+00,3.761620158404349601e-02,1.448609154106034191e-01
0.000000000000000000e+00,-3.016462317017781780e-01,-4.177910704265964253e-02
0.000000000000000000e+00,-1.689542977538056046e-01,-1.083775984731482067e-01
1.000000000000000000e+00,2.535447085927140520e-01,2.559443702099792328e-02
1.000000000000000000e+00,1.071181657594686976e-01,7.509468416136921842e-03
1.000000000000000000e+00,-6.177499342292458451e-02,1.178532702833118007e-01
1.000000000000000000e+00,2.118180693720869423e-01,-7.177702716065559319e-02
1.000000000000000000e+00,-9.930040354259789259e-02,-5.353539426487037567e-02
0.000000000000000000e+00,3.773634999977112936e-01,6.065829272713271075e-02
0.000000000000000000e+00,-1.785891338200465417e-03,-9.546882411322442363e-02
1.000000000000000000e+00,1.050549270363145271e-01,-7.269980280796391192e-02
1.000000000000000000e+00,2.773713628481990767e-01,3.607935498998349755e-01
1.000000000000000000e+00,3.704738461668033445e-01,-1.631232260184957705e-01
0.000000000000000000e+00,1.933995454812471315e-01,1.264667434255339895e-01
1.000000000000000000e+00,-1.028043225053097698e-01,4.188847740277226728e-02
