-2.458790490809925067e-01,1.263211257589470726e+00
-4.166427709512561806e-01,1.531172786028469901e-01
2.977200754283224060e-02,1.868357747231803867e-01
1.281354300259210932e-01,8.990267890041608867e-02
-2.357133444042396886e-01,1.353158513782833638e-01
2.473674025021565803e-01,-3.767201553844579109e-03
-2.704841573982683101e-01,3.791504754788263543e-01
8.457217775467404386e-02,-3.708835253903024209e-03
3.376156086644512833e-01,1.855303688670134343e-01
2.828339001576712919e-02,-1.164253076261707598e-01
-8.816786331133141807e-03,2.920777809637069011e-01
1.218095429827586451e-01,6.978796331073325310e-02
8.580372320621622306e-02,-3.344350273850278943e-01
-7.236602593570533315e-02,6.578808000046607041e-03
1.728550932492862735e-01,-4.642813592350620439e-02
-2.560508685773237036e-02,-4.215531486440292630e-01
2.317433144362663344e-01,-2.126679171413903002e-01
1.005693936527045883e-02,2.408638638764212248e-01
1.878377134441524543e-01,-2.986371857755613091e-01
-5.229954212619868786e-02,1.503974978296149789e-01
1.008298061867465428e-01,1.031843665072602056e-01
-2.799979668176300063e-01,2.371374376015692176e-01
-8.950274593553514402e-02,2.224137217445209813e-01
-5.793298855928724622e-01,1.142991623611339991e+00
-1.091395059353692798e-01,3.668601781269020812e-01
3.631621298291888289e-01,1.476411690554647604e-01
5.396892116111537407e-02,-7.341486030381064176e-02
-1.775135864339459080e-01,2.110533815349572573e-01
-3.690798656451828308e-02,5.141833200395360404e-01
1.100721696275344108e-01,-5.643273363500677098e-01
1.913388899962125966e-01,2.446410863971830163e-01
-1.411721028844742098e-01,-3.194309292774101805e-01
-6.269017000239331117e-02,-4.685475802801064571e-02
-2.170125601282888450e-01,1.492738531465516993e-01
-5.157493051549292273e-01,2.772461791000924713e-01
2.053971522824118989e-02,9.876188688968569329e-02
-3.419938609370787308e-02,1.751653862644795279e-01
2.614256324865159575e-01,-2.707006314603859209e-01
-1.302106165140339000e-02,3.003088451132046588e-01
2.887351311177178692e-01,-8.423477464680216575e-02
-1.409284261736002963e-01,-9.296932672560592748e-02
-3.190421935046140467e-01,2.490236532965296457e-01
9.206652411835448968e-02,-2.865071692353833299e-01
-8.611523141950644389e-02,-2.756514712482288632e-02
-1.077886392059934639e-01,2.431667047692838701e-01
1.349653737963026068e-02,7.420037271417381231e-01
3.234383031031755062e-01,1.385983793842021361e-01
-4.266354352887870016e-01,-8.599867285876718059e-02
-2.780508570070245877e-01,1.089355834002669332e-01
8.365219407048407607e-02,1.427881502364687361e-01
1.505513603563655989e-02,-1.614254875008204193e-01
8.380844246463982350e-02,-5.337560099907409095e-01
1.864865809881767755e-01,2.755405516413689249e-01
1.685469962473857553e-01,1.471676890920716185e-01
-9.265512738259511494e-01,4.522472084251332181e-01
8.826945930414452357e-02,-2.295857006234983122e-01
-8.337982231986240667e-02,-4.098649994970236521e-01
